,Additional Ions,Difference
2018-05-07_22h32m23s,"['C45H80NO8P-H2O+Na', 'C43H78NO8P-H2O+Na', 'C47H84NO8P-H2O+Na', 'C38H76NO7P-H2O+K', 'C49H82NO8P-H2O+Na', 'C45H82NO8P-H2O+Na', 'C40H69O8P-H2O+Na', 'C47H78NO8P-H2O+Na', 'C49H78NO8P-H2O+Na', 'C48H76NO8P-H2O+Na', 'C51H82NO8P-H2O+Na', 'C45H82NO7P-H2O+Na', 'C21H20O6-H2O+H', 'C47H82NO8P-H2O+Na', 'C46H76NO8P-H2O+Na', 'C45H80NO8P-H2O+K', 'C38H76NO7P-H2O+Na', 'C44H78NO7P-H2O+Na', 'C16H21NO11-H2O+Na', 'C27H43O4-H2O+Na', 'C44H78NO8P-H2O+Na', 'C45H78NO8P-H2O+Na', 'C50H99O8P-H2O+Na', 'C46H72NO8P-H2O+Na', 'C46H80NO7P-H2O+Na', 'C41H71O8P-H2O+Na', 'C36H72NO7P-H2O+Na', 'C17H18O12-H2O+Na', 'C44H86NO7P-H2O+Na', 'C49H84NO8P-H2O+Na', 'C29H47NO4-H2O+Na', 'C43H76NO8P-H2O+Na', 'C39H77O8P-H2O+Na', 'C49H88NO8P-H2O+Na', 'C44H76NO8P-H2O+Na', 'C39H69O8P-H2O+Na', 'C42H82NO7P-H2O+Na', 'C45H84O16P2-H2O+Na', 'C19H28O5S-H2O+Na', 'C40H78NO7P-H2O+Na', 'C45H80NO7P-H2O+Na', 'C45H78NO10P-H2O+Na', 'C48H80NO8P-H2O+Na', 'C49H80NO8P-H2O+Na', 'C47H84O16P2-H2O+Na', 'C42H74NO8P-H2O+Na', 'C21H20O5-H2O+Na', 'C53H96NO8P-H2O+Na', 'C21H30O7-H2O+Na', 'C20H8I4O5-H2O+Na', 'C26H44O5-H2O+Na', 'C49H86NO8P-H2O+Na', 'C56H100O6-H2O+Na', 'C54H94O6-H2O+Na', 'C19H30O5S-H2O+Na', 'C42H76NO8P-H2O+Na', 'C51H80NO8P-H2O+Na', 'C25H48NO7P-H2O+Na', 'C46H82NO7P-H2O+Na', 'C58H100O6-H2O+Na', 'C51H86NO8P-H2O+Na', 'C46H82NO8P-H2O+Na', 'C40H67O8P-H2O+Na', 'C47H93N2O7P-H2O+Na', 'C44H88NO8P-H2O+Na', 'C56H96O6-H2O+Na', 'C20H33NO14-H2O+Na', 'C21H20O6-H2O+Na', 'C58H102O6-H2O+Na']",69
