0.03947748	-0.04650246	0.04633913	-0.039145626	-0.033205487	-0.040487804	0.03361943	0.010889448	-0.0461828	-0.03732989	0.034101974	0.036486138	0.01631837	-0.020523012	0.0149328	-0.043762542	-0.041100405	-0.029297877	0.013398673	-0.002552569
-0.36242336	0.40957257	-0.39851415	0.43750337	-0.41902652	-0.5143769	0.49355152	0.41690853	-0.39868146	-0.3392139	-0.4482265	-0.37907687	-0.38661954	0.354917	-0.4256525	0.4050306	-0.42310438	0.41591382	0.37527263	0.47452322
-0.36651716	0.40827733	-0.4696777	0.45210338	-0.4562651	-0.45316643	0.46574652	0.4089618	-0.46150073	-0.3565091	-0.38287285	-0.44074523	-0.4069024	0.42452604	-0.45466292	0.4079495	-0.4753742	0.4054965	0.36146086	0.47516602
-0.22614911	0.36290455	-0.3843808	0.34233883	-0.5046414	-0.43078563	0.4713522	0.40140668	-0.50423616	-0.35309386	-0.47192734	-0.36258513	-0.4312783	0.38487568	-0.41552967	0.41689816	-0.4353909	0.3361304	0.3934144	0.47726858
-0.010891866	0.3668835	-0.39042816	0.2413923	-0.45935398	-0.41616994	0.4897737	0.47215462	-0.39578554	-0.2077259	-0.40067467	-0.3825942	-0.4253682	0.43763852	-0.3870068	0.4350941	-0.49992794	0.2702476	0.330356	0.48911303
-0.5092519	0.3131256	-0.3210191	0.44767192	-0.40206173	-0.52864736	0.44565767	0.47730246	-0.45606586	-0.43907484	-0.4622467	-0.34058413	-0.30716333	0.36921638	-0.3404942	0.31985623	-0.44897756	0.3223441	0.34538245	0.3804829
-0.42592418	-0.44454968	-0.45889273	-0.4235627	-0.46875486	0.44513106	-0.44956505	-0.43835387	0.4317221	-0.45105562	0.45006782	0.48599505	0.48211983	-0.47945142	-0.45084333	0.42896348	0.4353269	-0.4670361	0.42313153	0.47064131
-0.5070695	0.42348304	-0.47774732	0.4625973	-0.40704572	-0.4649972	0.42380202	0.42804453	-0.45316672	-0.5042536	-0.43265107	-0.4232732	-0.45410037	0.4512909	-0.41972178	0.3888277	-0.4458658	0.4872521	0.45106828	0.36616856
0.24030687	-0.40670276	0.24516389	0.36919618	-0.52033126	-0.41610166	0.40469924	0.32273784	-0.53222936	0.15528823	-0.5275871	0.15241246	0.25071722	-0.13089068	0.21261796	-0.092472374	-0.35178262	-0.29372698	-0.17949145	0.5082779
0.17198168	-0.33476418	0.26028022	0.20839229	-0.5061137	-0.44289652	0.46014228	0.40020576	-0.42495957	0.16800039	-0.5102832	0.25212118	0.29625466	-0.27613148	0.24974522	-0.26028132	-0.3960696	-0.26540482	-0.22785199	0.51025754
